bain_id,self_ids_id__ciq_,self_ids_id__cb_,self_ids_id__zi_,self_ids_id__bq_,self_firmo_name___,self_firmo_webpage___,self_sector_sector___,self_sector_industry___,self_sector_industryGroup___,self_sector_subIndustry___,self_firmo_description___,self_financials_revenue___,Revenue_Range
3651809,,,429729498,,Lagardère Travel Retail / Duty Free Global,dutyfreepeople.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,503600326.024931,Revenue: 500M - 1B
8911910,,,559588136,,RAYMOND JAMES FINANCIAL SERVICES IN,raymondjames.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,7024596508.43507,Revenue: >1B
9047888,,,430576491,,Ministry of Culture,gouv.fr,Government/Non Profit,Government/Non Profit,Government/Non Profit,Government/Non Profit,,1828439287.80904,Revenue: >1B
27837925,,,559284367,,Novartis Spain,novartis.es,Healthcare,Pharma & Biotech Products,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology - Unspecified,,1697007254.69343,Revenue: >1B
9161982,,,565806221,,St-Hubert,st-hubert.com,Consumer,"Hotels, Restaurants & Leisure",Consumer Services,Restaurants (Full Service),,1082984915.88,Revenue: >1B
9185355,,,555338797,,Vitesco Technologies,vitesco-technologies.com,Industrials,Automobiles & Components,Industrial Goods,Auto Parts & Equipment (Suppliers),,9007563596.79945,Revenue: >1B
21460911,,,372147179,,"Hubei Three Gorges New Building Materials Co., Ltd.",sxxc.com.cn,Industrials,Construction Materials,Construction,Construction Materials - Unspecified,,1243904346.35507,Revenue: >1B
14771512,,,425309426,,Consultores Avanzados de Vida S.C,consultoresavanzados.com,Financial Services,Insurance,Insurance,Insurance - Unspecified,,1307604534.18411,Revenue: >1B
9490989,,,456781986,,Grupo Oncoclínicas,grupooncoclinicas.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,464128171207.698,Revenue: >1B
12699457,,,405952640,,Biti's,bitis.com.vn,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1571903289.33041,Revenue: >1B
2937332,,,565286612,,Inner Mongolia Rural Credit Cooperative,nmgnxs.com.cn,Financial Services,Unspecified,Banks,Banks - Unspecified,,4954055282.27014,Revenue: >1B
14737083,,,452499374,,Republic of the Philippines Department of Justice,doj.gov.ph,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1277125567.01753,Revenue: >1B
15540916,224015707,,,,Gecos Generale di Commercio e Servizi  S.p.A.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,2748345000,Revenue: >1B
16043711,411139397,,,,Aibel Holding I As,aibel.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1270516515.95943,Revenue: >1B
18128093,,,565807430,,Daikin North America LLC,northamerica-daikin.com,Consumer,Household Durables,Consumer Durables & Apparel,Household Appliances,,14705016560.8767,Revenue: >1B
5672666,,,84000876,,Verfassungsschutz,verfassungsschutz.de,Business Services,Security,Facility Management,Security,,4108041929.82822,Revenue: >1B
2548555,698106507,,,,Royal Dutch Shell Plc,shell.com,Financial Services,Asset & Wealth Management,Asset & Wealth Management,Asset & Wealth Management - Other,,230619565446.027,Revenue: >1B
11461773,,,559578988,,"AXA ASSISTANC, USA",axa-assistance.us,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,6612691872.73315,Revenue: >1B
8915783,,,559581407,,AMERIPISE FINANCIAL SERVICES,ameriprise.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,11100102780.9748,Revenue: >1B
13529478,343947021,,425714862,,Ashford Constructions Private Limited,ashford.co.in,Real Estate,UNKNOWN,Real Estate,UNKNOWN,,1519667900.38849,Revenue: >1B
20409896,,,351770309,,Con Edison,coned.com,Consumer,Education Services,Consumer Services,Adult & Career Education,,12671443091.1107,Revenue: >1B
9570853,,,559588247,,LOCKTON COMPANIES LLC - MO,lockton.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1961345055.17096,Revenue: >1B
27535673,,,559576805,,DIGITAL INSURANCE AGENCY,onedigital.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,2545745608.04301,Revenue: >1B
22102168,,,372138808,,COFCO Property (Group) Co.,cofco-property.cn,Real Estate,Real Estate Commercial,Real Estate,Real Estate Commercial - Unspecified,,1957899985.71288,Revenue: >1B
22193103,,,426428940,,Brazilian Health Ministry,saude.gov.br,Social services,Social services,Social services,Social services,,2674515294.38712,Revenue: >1B
5208442,,,558740276,,Stedin Group,stedingroep.nl,Energy & Natural Resources,"Oil, Gas & Consumable Fuels",Energy,"Oil, Gas & Consumable Fuels - Unspecified",,1308670562.52986,Revenue: >1B
8915871,,,564509113,,Virgin Media O2,virginmediao2.co.uk,Media & Telecommunications,Network Service Providers,Telecommunication,Integrated Network Service Providers,,6040046688.65507,Revenue: >1B
14416243,,,374978918,,NE Northern Electric,nenorthernelectric.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1321698990.72822,Revenue: >1B
11159235,,,562985643,,"Bristol, North Somerset and South Gloucestershire CCG",bristolccg.nhs.uk,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1769352805.28219,Revenue: >1B
17390513,,,425826338,,Los Mochis,los-mochis-hamburg.de,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1312289973.93206,Revenue: >1B
16818072,,,372134487,,An Hui Wenergy Co.,wenergy.com.cn,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,2833074752.4,Revenue: >1B
11311616,,,559576803,,"AMERIPRISE FINANCIAL SERVICES, INC",ameriprise.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,11100102780.9748,Revenue: >1B
27838038,,,559589716,,CAPITAL RESEARCH AND MANAGEMENT,capitalgroup.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,6900847325.26274,Revenue: >1B
16662759,,,565807056,,Knight Frank Kenya,knightfrank.co.ke,Real Estate,Real Estate Commercial,Real Estate,Real Estate Commercial - Unspecified,,3485988965.21425,Revenue: >1B
18359118,215689441,,,,JPMorgan Funds SICAV,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,2010854583,Revenue: >1B
14644915,,,565804428,,OHLA USA,ohlusa.com,Industrials,Construction & Engineering,Construction,Civil Engineering,,1089637150.68493,Revenue: >1B
6655228,580846087,,,,"Wheaton Evangelistic Association, Inc.",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,14725637731.9697,Revenue: >1B
19452499,,,425851913,,Brevik Musikkorps,brevikmusikkorps.no,Industrials,Construction Materials,Construction,Construction Materials - Unspecified,,1377077982.84986,Revenue: >1B
9351772,,,425890510,,EmmaSofia,emmasofia.no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1218928046.79945,Revenue: >1B
1847932,252794260,,,,Closed Joint Co. Tominskiy Gorno Obogatitelny Kombinat,UNKNOWN,Industrials,Construction & Engineering,Construction,Construction & Engineering - Unspecified,,1059307030,Revenue: >1B
27690131,,,565993357,,China Resources,crc.com.hk,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,90292419279.1233,Revenue: >1B
19289968,,,372736384,,TOMEN ELECTRONICS,tomen-ele.co.jp,Technology,Consumer Electronics,Hardware,Consumer Electronics - Unspecified,,1279052408.71233,Revenue: >1B
28841681,,,426066400,,Cafe Retro & Store,caferetrostore.com.au,Consumer,"Hotels, Restaurants & Leisure",Consumer Services,Restaurants (Full Service),,1174473575.14438,Revenue: >1B
12149394,648362595,,,,Svf Investments (Uk) Limited,UNKNOWN,Financial Services,Asset & Wealth Management,Asset & Wealth Management,Asset & Wealth Management - Other,,9850512057.22305,Revenue: >1B
24234321,530216945,,,331139669,Uncle G's Management Corp.,UNKNOWN,Consumer,Distributors (Consumer),Retail & Distributors,Food Distributors,,1032361910.99088,Revenue: >1B
18560337,245851959,,,,Shire PLC,UNKNOWN,Healthcare,Retail Health,"Healthcare Provider, Facilities & Services",Retail Health - Other,,13443120006.6301,Revenue: >1B
5815662,,,425774279,,STBL PROJECTS,stbl.co.in,Industrials,Construction & Engineering,Construction,Civil Engineering,,1891659127.26082,Revenue: >1B
4009489,,,426117719,,MTV Stuttgart,mtv-stuttgart.de,Consumer,"Hotels, Restaurants & Leisure",Consumer Services,Leisure Facilities,,1206192912.60082,Revenue: >1B
14678268,,,425721102,,China Everbright Greentech,ebgreentech.com,Industrials,Construction & Engineering,Construction,Civil Engineering,,1149933130.44904,Revenue: >1B
15462843,583068149,,,,West Area Volunteer Fire Department,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1108713228.85931,Revenue: >1B
21456701,,,556295394,,ams,ams-osram.com,Technology,Consumer Electronics,Hardware,Consumer Electronics - Unspecified,,5386274386.58466,Revenue: >1B
24020474,114666456,,,,"Datang Shaanxi Power Generation Co.,Ltd.",UNKNOWN,Industrials,Trading Companies & Distributors,Industrial Goods,Trading Companies & Distributors,,2898840819.44051,Revenue: >1B
3739177,,,559581512,,"MCGRIFF INSURANCE SERVICES, IN",mcgriff.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,2828419277.6737,Revenue: >1B
10864777,,,358082656,,Outerwall,outerwall.com,Industrials,Machinery & Equipment,Industrial Goods,Machinery & Equipment - Unspecified,,1991503487.40904,Revenue: >1B
21402524,,,372132671,,"Suzhou Tianwo Technology Co., Ltd.",thvow.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1066426971.34438,Revenue: >1B
20510733,,,425842445,,Sala Chela Mar,teatrochelamar.com,Media & Telecommunications,Network Service Providers,Telecommunication,Integrated Network Service Providers,,1291758485.92027,Revenue: >1B
22641225,237207998,,,591270754,"Greenberg, Traurig, PA",UNKNOWN,Business Services,Professional Services - Unspecified,Professional Services,Professional Services - Unspecified,,1366737131.52676,Revenue: >1B
28269214,422904125,,,,Idcq Hospitales Y Sanidad Sl.,quironsalud.es,Healthcare,Retail Health,"Healthcare Provider, Facilities & Services",Retail Health - Unspecified,,1995687000,Revenue: >1B
9244006,,,565806935,,VTECH,vtech.com,Media & Telecommunications,Telcommunication Network Equipment,Telecommunication,Telcommunication Network Equipment,,2152487388.08219,Revenue: >1B
6716511,580785587,,,,Geary County Farm Bureau Association,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,2330267454.5011,Revenue: >1B
2492700,,,425731896,,mojMarket,mojmarket.ba,Business Services,Finance & Accounting,BPO,Finance & Accounting,,1331325934.95452,Revenue: >1B
26966481,699127789,,,,Cathay Pacific Airways Limited,UNKNOWN,Industrials,Airlines & Ground Services,Transportation,Airport Ground Services,,10802968588.6184,Revenue: >1B
17341460,,,559583651,,BENEFITMALL HOLDING,benefitmall.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1424037711.92055,Revenue: >1B
5025428,,,426092464,,Fachhochschule Lippe,fh-luh.de,Consumer,Education Services,Consumer Services,K12 Education,,1268980529.31616,Revenue: >1B
5040522,,,425931791,,Dr. Baumann und Sorge,notare-baumann-sorge.de,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1318532686.77452,Revenue: >1B
12961862,,,559586130,,MCGRIF INSURANCE SERVICES,mcgriff.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,2828419277.6737,Revenue: >1B
14235811,,,565888445,,3000 Sage Apartments,3000sage.com,Real Estate,Real Estate Commercial,Real Estate,Real Estate Commercial - Unspecified,,18918670663.5041,Revenue: >1B
3492823,,,559588768,,AXA ASSIS. USA,axa-assistance.us,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,6612691872.73315,Revenue: >1B
25887878,1782740273,,,,Ooo torgoviy Dom rif,rif-rostov.ru,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,2030267127,Revenue: >1B
8829560,,,425728683,,Srilas Telecom Pvt,srilas.in,Media & Telecommunications,Telcommunication Network Equipment,Telecommunication,Telcommunication Network Equipment,,1303668219.97726,Revenue: >1B
3008164,,,426079363,,Power Play Personal Training Studio Ptd,powerplaypersonaltraining.com.au,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1158780984.1126,Revenue: >1B
992140,,,372594923,,If Insurance,if.se,Financial Services,Insurance,Insurance,Insurance - Unspecified,,1224773042.08192,Revenue: >1B
6450951,1758556946,,,980448205,"Bausch Health Companies, Inc.",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,3259333727.63649,Revenue: >1B
27857721,106668934,,425707599,,"Jeil Co., Ltd.",jeilauto.co.kr,Industrials,Construction & Engineering,Construction,Residential Construction,,1351958948.4748,Revenue: >1B
18677739,609584045,,,,Familien Witzoes Legat,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1431761946,Revenue: >1B
2080288,607492980,,,,Chematek S.P.A.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,25349467000,Revenue: >1B
20700680,,,460373609,,6D Realty,6drealty.in,Real Estate,Real Estate Commercial,Real Estate,Real Estate Commercial - Unspecified,,1158918096.7874,Revenue: >1B
26318801,606197967,,,814086708,Lehigh Hanson Services LLC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,3038761812.57791,Revenue: >1B
30538130,,,559586069,,MARSH USA INC NY,mmc.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,15662916580.0438,Revenue: >1B
12169163,,,425717732,,tapan Group,tapangroup.in,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1333157433.39863,Revenue: >1B
4222033,,,507419379,,Carrefour Brasil,midi.as,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1287059425.70795,Revenue: >1B
8102803,588997226,,,,Eurelec Trading Cv,UNKNOWN,Business Services,Business Services - Unspecified,Business Services - Unspecified,Business Services - Unspecified,,9176777281,Revenue: >1B
8274080,704873118,,,,Chengdu Yimin Investment Group Co. LTD,UNKNOWN,Financial Services,Asset & Wealth Management,Asset & Wealth Management,Asset & Wealth Management - Unspecified,,1118436896.19397,Revenue: >1B
10604510,5467734,,,,"Lufthansa Cargo Aktiengesellschaft, Kelsterbach (Deutschland), Zweigniederlassung Kloten",UNKNOWN,Industrials,Air Freight & Logistics,Transportation,Air Freight & Logistics,,2416020002,Revenue: >1B
17464777,,,555109906,,TTB,ttbbank.com,Financial Services,Unspecified,Banks,Banks - Unspecified,,3093526180.37342,Revenue: >1B
19345996,,,372132654,,Guangdong Omar Refrigirator Co,homa.cn,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1426814470.59288,Revenue: >1B
10967253,,,559584496,,DIGITAL INSURANCE IN,onedigital.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,2545745608.04301,Revenue: >1B
4591145,,,372435851,,Sonhart,sonhart.com.br,Consumer,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,Textiles and Fabrics,,3934933091.76082,Revenue: >1B
21205041,,,372529985,,Centro Paula Souza,sp.gov.br,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1346707979.39836,Revenue: >1B
8658756,,,559578341,,BAIRD INSURANCE SERVICES,rwbaird.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,2115644939.95562,Revenue: >1B
2546174,,,403791116,,South Huiton Co.,crrcgc.cc,Utilities,Water Utilities,Water Utilities,Water Utilities,,32252772047.649,Revenue: >1B
14055489,,,194281681,,Thai Oil,thaioil.co.th,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,10896371506.8493,Revenue: >1B
14116405,,,22939907,,Department of National Defence,canada.ca,Government/Non Profit,Government/Non Profit,Government/Non Profit,Government/Non Profit,,15288461865.18,Revenue: >1B
27760278,,,372149771,,SIAS S.p.A,grupposias.it,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1531560381.85726,Revenue: >1B
2040299,562664401,,,,Mckesson Global Sourcing UK Limited,UNKNOWN,Healthcare,Retail Health,"Healthcare Provider, Facilities & Services",Retail Health - Other,,1162212486.02515,Revenue: >1B
2937440,,,559586802,,LOCKTON FINANCIAL ADVISORS LLC 444,lockton.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1961345055.17096,Revenue: >1B
18107510,661908268,,,,Huf Beteiligungen Gmbh,huf-group.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1034121268,Revenue: >1B
5285207,53980948,,,941701693,"West Valley Engineering, Inc.",UNKNOWN,Business Services,HR & Recruitment Consulting,Professional Services,HR & Recruitment Consulting,,2505222101.891,Revenue: >1B
21540146,,,425918001,,Střední škola stavební Jihlava,ssstavji.cz,Media & Telecommunications,Network Service Providers,Telecommunication,Integrated Network Service Providers,,1296530188.60932,Revenue: >1B
8916071,,,565805997,,Sharp Electronics (Europe) Gmbh Hungary,sharp.hu,Technology,Consumer Electronics,Hardware,Consumer Electronics - Unspecified,,8854343360.82493,Revenue: >1B
20271299,,,565806092,,AGRANA USA,agrana.com,Consumer,Food Products,"Food, Beverage & Tobacco",Food Products - Other,,2383708391.45753,Revenue: >1B
